tenure_years,product_count,has_direct_deposit,login_freq_90d,avg_balance_trend,nsf_count_6m,complaints_6m,cd_maturing_90d,debit_swipe_delta,churn
14.19,2,0,19,-316.0,1,0,0,-8.0,0
2.33,1,1,14,-583.35,0,0,0,24.99,0
3.88,3,1,14,570.26,0,0,0,25.32,0
1.54,1,0,19,-433.71,0,0,0,-12.85,1
6.14,1,1,19,-185.3,1,0,0,-18.38,0
23.17,3,1,17,-924.47,2,0,0,14.67,0
5.55,3,1,12,441.99,0,0,0,3.87,0
2.66,4,1,18,579.13,0,1,0,8.28,0
6.26,3,1,17,422.89,0,0,1,-9.82,0
0.79,3,0,21,-802.66,0,0,0,-1.99,0
13.17,2,0,23,303.58,0,0,0,-5.17,0
4.2,1,0,18,-836.34,1,0,0,4.56,0
3.58,1,0,19,29.02,5,0,0,-18.69,1
5.29,2,1,19,102.54,1,0,0,-1.49,0
5.88,3,1,17,155.09,0,0,0,-18.84,0
0.45,2,1,12,267.32,0,0,0,-7.73,0
6.89,3,0,23,-4.02,0,0,0,-1.46,0
1.66,2,0,21,-981.21,0,0,0,7.61,1
7.51,1,0,17,267.56,0,0,0,8.85,1
10.37,1,0,13,48.8,0,0,0,11.41,1
9.78,4,0,19,-451.31,1,0,0,-22.24,0
4.82,3,1,18,-784.7,0,0,1,18.96,0
4.41,4,1,13,770.01,3,0,0,-9.67,0
0.93,1,1,20,615.65,0,0,0,-8.58,0
8.96,5,1,18,352.98,0,0,0,4.03,0
1.9,1,0,19,-338.15,0,0,0,-5.06,0
4.12,1,1,26,-1258.5,0,0,0,5.43,0
2.01,5,0,13,382.34,5,0,0,8.21,0
0.86,2,0,12,183.34,0,0,0,-11.45,0
5.96,3,1,20,-187.33,3,0,1,-2.76,0
0.34,1,1,19,562.4,0,0,1,-2.31,0
8.29,3,1,19,424.0,0,0,0,14.37,0
2.29,4,1,19,88.05,0,0,0,-6.98,0
0.1,2,0,21,17.53,2,1,0,-7.63,1
4.29,3,1,18,25.48,0,0,0,-15.32,0
0.29,1,0,15,339.97,4,0,0,-13.64,1
1.94,3,0,22,-428.74,0,0,1,-20.26,0
7.37,2,0,16,212.99,0,1,0,-10.55,1
0.39,1,0,11,-460.3,0,0,0,23.9,0
10.97,2,1,23,668.28,0,0,0,10.36,0
0.1,1,1,20,266.06,0,0,1,19.16,0
1.7,4,1,18,-344.11,1,0,0,-14.25,0
8.1,2,1,23,40.3,0,0,0,-29.22,0
2.28,1,0,21,-426.89,0,0,0,4.75,0
0.64,2,0,15,752.06,0,0,0,27.8,0
2.68,2,1,24,811.44,0,0,0,-7.28,0
1.89,3,1,14,348.11,0,0,0,1.53,0
11.1,5,1,23,778.33,0,0,0,-23.54,0
2.26,2,0,27,75.9,1,0,1,0.42,0
9.33,4,0,11,381.76,0,0,1,-1.87,0
13.35,3,0,20,612.36,1,0,0,-31.4,0
3.41,1,0,21,-2.87,0,0,0,-15.56,0
14.44,3,1,18,35.55,0,1,0,-16.75,0
2.84,2,1,13,466.83,0,0,0,-23.7,0
19.96,3,1,13,323.25,1,0,0,-10.87,0
0.56,4,1,27,-377.73,1,0,0,7.63,0
6.97,2,0,14,-1093.41,0,0,1,-9.5,0
4.09,4,0,18,-87.76,0,0,1,17.23,0
2.94,3,0,20,-1048.46,1,1,1,-5.44,1
6.01,2,1,16,-495.51,2,0,0,4.89,0
7.3,3,1,11,-437.14,1,0,1,7.46,0
0.1,2,1,22,-284.32,0,1,0,23.01,1
1.1,5,1,20,410.22,0,0,0,-10.74,0
7.49,3,0,13,518.84,1,0,0,6.64,0
6.59,1,1,20,254.37,0,0,1,-14.2,1
20.3,2,0,26,316.25,0,0,0,25.83,0
8.59,3,0,15,328.06,0,0,0,-15.6,0
18.07,1,1,18,-1248.41,0,0,0,5.76,0
7.27,1,0,16,5.1,4,0,0,23.39,1
2.12,2,1,25,-898.23,2,0,0,-17.95,0
0.67,2,0,24,254.57,0,1,0,8.93,0
9.13,2,0,17,-1046.55,0,0,1,-14.89,0
6.2,2,0,22,-90.22,1,0,1,34.93,0
0.3,1,1,23,273.88,0,0,1,-28.37,0
2.68,3,1,22,-558.88,0,1,0,-22.76,0
18.85,2,1,15,480.86,0,0,0,-16.82,0
4.16,1,1,17,253.31,0,0,0,-16.34,0
3.4,2,0,18,190.41,0,1,1,7.81,0
3.67,3,0,13,349.0,0,0,0,27.0,0
1.41,1,1,17,-179.6,0,0,0,17.33,0
2.76,1,1,21,75.96,2,0,0,3.51,0
2.77,1,1,19,5.03,3,1,0,0.14,1
0.32,4,1,16,-6.27,1,0,0,-9.1,0
8.75,3,1,14,-336.02,0,0,0,5.87,0
3.23,3,1,17,-621.27,0,0,0,-3.13,0
10.36,3,0,15,-168.43,1,0,0,2.84,0
11.4,3,1,12,-195.97,3,0,0,-11.11,1
1.43,2,1,21,-368.37,0,0,0,-18.03,0
6.43,3,0,16,426.03,0,0,0,0.38,0
3.84,1,1,10,-586.1,0,0,1,0.05,0
12.73,3,0,28,-85.75,0,0,0,-8.94,0
1.46,3,0,18,583.17,0,0,0,-11.5,0
6.8,2,0,17,454.56,3,0,0,8.38,0
5.62,2,1,21,608.15,0,0,0,6.82,0
2.1,2,1,13,-295.39,0,0,0,28.15,0
0.88,3,0,16,392.14,3,1,1,20.71,0
6.33,3,0,21,-531.49,0,0,1,-17.91,1
8.05,4,1,19,-137.94,2,0,0,-2.86,0
2.28,2,1,21,-90.88,0,0,0,-20.47,0
6.21,3,1,20,-287.92,3,0,1,-27.59,0
3.02,3,1,15,-180.91,0,0,0,32.93,0
7.49,4,0,25,-246.69,4,0,0,22.2,0
1.33,2,1,21,-491.2,0,0,1,-9.45,1
13.26,2,1,19,428.21,0,0,0,18.65,0
2.03,3,0,17,-91.23,0,0,0,20.88,0
2.75,3,1,13,100.72,0,0,0,-28.81,0
0.36,5,0,13,81.89,0,0,0,12.76,0
0.71,1,0,16,27.36,4,1,0,-7.37,1
4.35,1,1,19,46.4,0,0,0,5.75,0
1.87,5,0,11,-152.71,1,0,0,45.15,0
10.83,2,0,16,709.2,0,3,0,23.78,0
0.1,3,1,15,380.37,1,0,0,-1.92,0
2.86,2,1,18,9.19,0,0,0,21.33,0
2.47,1,1,21,-223.53,4,1,1,-28.83,1
0.12,3,0,16,-59.41,0,0,0,7.55,0
0.8,3,0,20,208.81,0,0,0,7.91,1
3.2,2,1,17,749.97,0,3,0,10.59,1
4.07,2,0,17,-686.52,1,0,0,-7.63,0
3.11,4,1,17,329.89,1,0,1,5.73,0
4.54,1,0,17,563.36,1,0,0,12.84,0
5.43,4,0,8,-743.36,0,0,0,-34.84,0
0.1,2,1,19,-90.58,0,0,0,-4.74,0
3.74,3,0,13,-532.26,3,0,0,-13.55,0
19.86,5,0,18,215.26,0,0,0,9.93,0
4.39,3,0,20,-179.18,0,0,0,20.67,0
6.79,2,1,18,-65.07,1,0,0,-9.18,0
2.24,3,0,18,-205.53,0,0,0,-16.33,0
8.92,2,0,18,360.08,1,0,0,1.76,0
8.89,2,1,19,114.52,0,0,0,-17.3,0
4.42,5,1,18,115.46,5,0,0,-3.4,0
22.38,3,1,18,80.31,2,1,0,-4.98,0
0.8,3,0,20,286.25,1,0,0,8.7,0
0.1,2,0,29,-130.99,0,0,0,4.73,0
8.82,1,1,18,850.39,0,3,0,2.42,1
9.88,1,0,25,-617.4,2,0,1,24.55,0
0.77,3,1,13,-862.96,0,0,1,4.05,0
1.85,3,0,20,-904.34,1,0,1,-6.27,1
0.11,2,1,23,-1039.79,0,0,1,-4.43,1
2.08,4,1,27,336.58,0,0,0,-11.46,0
8.9,1,1,20,275.68,0,0,0,-15.28,0
4.38,2,1,10,603.89,0,0,1,-20.84,0
2.57,1,0,11,-528.32,1,0,0,17.01,1
2.79,2,0,19,372.73,1,0,0,-10.77,0
0.1,1,1,23,28.41,0,0,0,4.74,0
2.14,5,1,21,83.29,0,0,0,-4.5,0
6.24,1,1,16,312.81,2,0,0,-0.44,0
21.94,5,0,16,-378.14,1,0,0,17.31,0
11.27,2,0,19,1293.62,0,0,1,2.65,0
0.14,5,1,22,665.94,0,0,0,-13.84,0
13.73,3,0,21,-265.85,2,0,0,-8.46,0
9.17,5,1,21,-545.37,0,0,0,12.9,0
9.1,1,0,13,-43.95,2,0,1,7.25,0
3.67,3,0,17,91.13,1,0,0,13.84,0
3.05,4,0,21,532.81,1,0,0,-3.58,0
2.17,1,0,18,-584.36,5,0,0,-20.94,1
0.41,1,0,22,142.74,1,0,0,7.6,1
1.55,2,0,18,-764.51,0,1,0,3.79,0
1.7,5,0,12,218.18,0,0,1,4.19,0
3.97,2,1,22,-53.75,0,0,0,-20.73,0
8.26,2,1,20,968.34,0,0,0,-9.6,0
3.85,1,1,26,-773.0,0,0,0,-14.08,0
0.36,1,0,19,685.3,0,0,0,5.99,0
18.99,4,1,19,-851.92,0,0,0,6.51,0
17.16,1,1,19,-663.61,0,0,0,-0.65,0
9.23,3,1,19,-838.55,2,0,0,14.51,0
28.49,4,1,25,125.18,1,0,0,22.36,0
4.72,1,0,10,-586.85,3,0,0,5.3,0
19.74,3,0,14,-674.17,0,0,1,10.07,0
0.47,1,0,17,101.38,0,0,0,-8.12,1
2.73,3,0,25,225.89,0,1,0,-10.88,0
1.53,1,0,14,19.92,0,0,0,15.15,0
1.31,3,1,14,-81.11,0,0,0,-13.12,1
0.91,2,1,28,914.45,0,0,1,10.46,0
5.84,2,0,14,72.92,0,0,0,25.79,0
9.12,3,1,19,402.85,1,0,0,9.8,0
5.18,1,1,25,71.46,1,0,0,-1.21,1
0.95,3,0,17,-548.94,0,0,0,-20.1,0
10.0,2,1,20,274.94,0,0,0,2.45,0
6.06,3,1,17,-327.9,0,0,0,15.14,0
2.95,1,1,14,-45.49,0,0,0,-2.68,0
6.73,3,1,20,152.7,3,0,0,15.32,0
1.81,1,1,22,-970.71,2,0,1,5.48,1
2.54,2,1,22,-804.75,0,0,1,4.37,0
14.97,1,0,18,454.73,0,0,0,-4.75,0
2.06,3,0,20,-331.87,0,0,0,-21.84,0
3.81,2,1,19,-308.16,0,0,0,-6.38,0
13.25,4,0,19,83.22,3,0,0,-6.5,0
7.38,4,1,16,-192.84,1,0,0,8.63,0
0.39,1,1,22,208.79,0,0,0,-0.23,0
0.96,3,1,29,-25.56,0,0,0,16.25,0
0.1,1,0,21,99.3,1,1,0,4.22,1
5.98,2,1,18,-350.93,0,0,0,-7.57,0
3.56,3,0,15,96.8,0,0,0,-12.22,1
0.87,3,0,18,552.54,0,0,0,-9.05,0
19.01,3,1,18,-283.87,0,1,0,2.41,0
4.53,2,0,16,457.66,1,0,0,-5.59,0
1.66,2,0,21,-25.78,0,0,0,-16.15,1
4.17,1,1,21,367.24,0,0,0,15.1,0
6.83,3,1,21,64.39,0,0,0,2.28,0
0.48,2,0,13,-16.71,0,1,1,4.12,1
1.93,3,0,24,174.86,1,0,0,-12.34,0
9.87,1,1,22,606.8,0,0,0,-15.62,0
3.69,2,1,18,118.05,1,0,1,-2.43,0
4.75,2,1,19,239.27,0,0,0,-30.42,0
3.4,1,1,17,-184.24,0,0,1,11.7,0
0.27,2,1,17,785.44,1,1,0,-10.56,0
1.09,4,0,14,320.17,1,1,0,-4.02,1
3.54,4,0,21,38.85,0,2,0,6.4,1
1.41,2,1,25,-61.33,0,0,0,-3.37,1
0.31,2,0,15,488.95,0,0,1,-17.53,0
11.13,1,0,14,-303.1,2,0,1,22.59,0
23.84,4,1,24,-891.44,0,0,0,-22.99,0
9.45,1,1,17,36.2,0,0,0,-33.55,0
11.54,5,1,23,595.0,0,0,0,13.12,0
1.66,2,0,24,795.65,0,2,0,-21.89,1
19.41,2,1,18,-53.65,1,0,0,18.79,0
1.32,5,0,14,21.79,0,0,0,5.65,0
18.15,1,1,17,259.77,0,0,0,4.25,0
31.58,3,1,18,-132.17,0,0,0,-8.54,0
7.46,2,1,17,258.2,0,0,1,-12.38,0
23.83,1,1,17,-42.7,0,0,0,-5.64,0
5.06,2,0,23,505.68,0,0,0,-13.16,0
1.8,3,0,19,361.49,0,0,0,18.12,0
3.45,3,1,21,405.11,1,0,1,-11.14,0
5.4,1,0,12,-102.66,1,1,0,7.6,0
0.46,5,0,11,962.96,0,0,1,15.08,0
5.84,1,1,10,241.96,0,0,1,-13.22,0
23.84,1,0,20,123.65,0,0,1,5.65,0
1.27,2,1,16,-380.47,0,0,0,-13.41,1
9.44,1,0,17,-48.54,2,0,0,-2.6,0
14.31,1,1,24,57.19,4,0,1,-6.88,0
17.26,5,0,23,-393.84,0,0,0,-10.43,0
19.33,2,1,22,-146.16,0,0,0,2.37,0
4.42,1,0,18,-82.9,1,0,0,-18.21,0
22.71,1,0,23,27.96,0,1,0,13.94,0
8.5,3,1,17,-881.35,0,0,1,-16.22,0
1.06,4,1,16,-67.64,0,0,0,-19.01,0
3.89,2,1,14,-188.67,0,0,0,-3.78,0
7.6,1,0,18,-10.44,0,0,0,-5.59,0
1.7,1,1,13,517.64,0,0,0,5.33,0
6.14,1,0,31,1026.2,0,0,0,1.27,0
6.59,1,1,15,339.19,1,0,1,-24.41,0
1.07,2,1,22,-617.21,1,0,1,14.8,1
5.0,1,1,20,-172.7,5,2,0,-4.16,0
8.86,2,1,29,297.98,0,0,0,3.62,0
4.15,2,0,21,241.65,0,0,0,33.03,0
0.1,5,0,18,493.66,0,0,0,19.3,0
0.1,4,1,17,-48.68,1,0,0,3.16,0
2.65,3,1,18,-181.75,0,0,0,-20.6,0
15.64,2,1,14,876.21,0,0,0,-20.35,0
1.56,2,0,13,29.34,0,0,0,17.43,0
6.04,2,1,15,-508.34,5,0,0,-6.03,1
1.51,3,0,14,737.57,2,1,0,-2.53,1
2.33,2,0,22,-748.05,0,1,0,-17.18,0
11.3,4,1,16,-1747.52,2,0,0,6.69,1
7.83,5,0,23,384.69,0,0,0,17.12,0
0.6,2,1,26,455.35,0,0,0,22.85,0
3.36,3,1,16,207.01,1,0,1,-6.72,1
0.18,1,1,24,-651.23,0,0,0,9.67,0
3.93,1,1,17,-29.43,0,2,1,-1.43,1
6.52,2,1,25,-139.08,2,0,0,13.2,0
0.76,1,1,15,-268.64,0,0,0,-0.06,1
2.05,4,1,14,706.03,5,0,0,-12.36,1
3.04,1,1,14,-523.33,0,0,1,19.8,0
15.12,2,0,12,158.05,0,0,0,1.48,0
29.99,3,0,20,597.02,0,0,0,-5.27,0
0.28,3,1,10,190.72,2,0,1,2.67,0
8.59,2,1,20,620.56,0,0,0,-11.05,0
2.79,4,1,17,281.86,0,0,0,6.23,0
2.99,3,0,19,214.67,0,0,1,-2.94,0
8.42,2,0,18,183.42,1,0,0,-11.92,1
15.04,1,1,15,306.72,0,0,0,35.65,0
18.09,2,1,16,-192.77,0,0,0,-15.11,0
5.16,4,1,23,-650.94,0,0,1,5.3,0
2.65,3,1,18,477.02,0,0,0,0.85,0
9.29,4,0,17,580.87,0,0,0,-15.38,0
1.73,2,0,13,125.99,0,0,0,-5.06,0
4.98,1,1,22,-274.19,2,0,0,-20.14,1
2.66,1,1,22,-778.86,0,1,0,31.0,0
6.41,2,1,25,42.9,0,0,1,-4.02,0
1.65,3,1,22,-674.48,0,0,1,-2.74,0
1.28,3,0,19,-744.49,3,1,0,29.18,1
15.02,2,1,23,-10.37,0,0,0,-12.36,0
0.64,2,1,26,-381.88,1,0,0,19.42,0
4.23,2,1,19,172.65,2,0,0,8.89,0
1.5,2,0,12,-79.65,0,0,0,-29.68,0
0.24,1,0,22,-303.32,0,0,0,-5.57,0
0.22,1,1,12,-852.46,1,0,0,6.55,0
1.16,1,1,23,-426.44,1,0,0,0.53,0
12.09,1,1,13,-408.07,1,1,0,0.57,0
1.99,1,0,21,-612.65,2,0,0,-9.11,1
18.03,1,1,20,-164.52,0,0,1,-10.69,0
5.23,3,1,17,-573.63,1,0,0,-4.63,0
3.44,2,1,26,-81.87,0,0,0,29.42,0
5.21,5,0,26,120.21,0,2,1,-13.62,0
4.36,1,1,20,-413.08,0,0,0,-7.23,0
8.53,2,1,19,212.7,0,0,0,0.43,0
1.99,2,0,24,-680.68,0,0,0,-21.95,0
2.61,1,0,23,-556.09,0,0,0,6.48,0
13.47,4,0,12,-56.61,0,0,1,-19.32,0
17.56,1,0,18,343.52,2,0,0,-16.31,0
13.38,5,1,12,433.7,0,1,0,-17.03,0
3.26,4,1,21,806.2,1,0,0,-24.61,0
9.09,2,0,14,-188.29,0,0,0,19.02,0
3.88,2,1,15,-63.75,0,0,0,7.82,0
4.13,3,0,18,-516.34,0,0,0,13.84,0
1.37,2,0,16,-626.88,0,1,0,12.47,0
5.37,3,1,23,114.29,0,1,1,-2.52,0
1.24,1,1,17,-387.94,2,0,0,-0.44,0
2.42,1,0,12,616.19,0,0,1,15.21,0
11.59,2,0,21,-731.19,0,0,0,24.58,0
1.39,2,0,20,243.18,0,0,0,-18.87,0
0.44,4,1,14,-502.87,0,0,0,37.8,0
0.43,1,1,19,-410.22,0,0,0,-19.73,0
16.96,4,1,19,269.56,1,0,0,-6.93,0
4.24,1,1,23,-337.94,0,0,1,1.11,0
3.16,2,1,17,-257.89,0,0,0,2.49,0
9.99,2,0,24,-406.08,0,0,0,29.46,0
10.84,2,0,16,892.51,0,0,0,15.18,0
2.42,1,0,17,-308.74,0,1,0,6.19,1
7.1,2,1,15,25.78,0,0,0,15.53,0
8.85,4,1,13,-100.96,1,0,0,5.19,0
6.38,2,0,15,110.71,0,0,0,-10.13,0
0.99,2,1,12,-307.37,1,0,0,7.28,0
12.52,4,1,21,-100.41,0,0,0,1.01,0
4.65,3,1,17,196.98,1,0,0,-12.64,0
1.99,2,0,19,-431.5,2,0,0,18.94,0
3.32,2,0,25,544.66,0,0,0,-0.82,0
0.23,4,1,20,592.74,0,1,0,-16.81,0
0.82,3,0,19,303.25,0,2,0,-14.44,0
8.7,1,1,24,34.94,0,0,0,8.02,0
0.1,2,1,18,-1495.3,0,0,0,15.74,0
3.23,4,0,10,212.15,1,0,0,7.22,0
4.44,1,0,17,-195.67,0,0,1,7.29,0
0.34,5,0,14,-123.14,0,0,0,-12.15,0
21.69,1,0,20,-948.69,1,0,0,1.39,0
1.54,3,0,26,246.79,1,1,0,-4.95,0
2.18,2,0,18,-724.29,0,0,0,-2.92,0
2.17,2,0,18,59.21,1,0,0,-1.68,0
1.57,4,0,24,452.33,3,0,0,-9.9,0
0.1,2,0,13,-234.66,0,0,1,11.27,0
7.84,2,0,18,608.03,0,0,0,-15.14,0
20.44,1,1,15,-373.5,1,0,0,-19.48,0
1.52,1,0,20,300.22,1,0,0,-11.78,0
6.53,1,1,11,-652.39,0,3,0,13.25,1
8.13,3,1,22,515.57,0,1,1,5.09,0
11.32,1,0,24,438.0,1,0,0,-26.75,0
3.3,1,1,27,234.18,3,0,0,8.96,0
2.17,2,1,19,-196.64,1,0,0,-0.73,0
2.36,3,0,20,-701.0,4,1,0,-6.26,0
7.48,3,1,19,-195.32,0,0,0,-3.63,0
10.18,1,1,18,555.15,3,0,0,-20.0,0
1.2,1,0,18,64.98,1,0,0,2.6,0
2.78,5,1,15,-776.52,2,1,0,-19.01,1
13.93,2,1,19,-562.36,0,0,0,-5.25,0
9.86,4,1,14,626.58,1,0,0,-5.23,0
25.14,4,1,25,243.96,0,0,1,11.55,0
8.42,3,0,13,-617.0,0,1,0,0.6,0
3.0,1,0,15,-882.92,0,0,0,10.59,1
5.36,4,1,16,-312.52,0,0,0,-17.94,0
6.49,3,0,22,-925.68,0,0,1,-1.62,0
0.49,3,1,19,-77.92,5,0,0,7.95,0
4.72,2,1,22,1225.81,1,1,0,18.63,0
7.41,2,0,29,-798.48,2,1,0,-17.09,1
1.1,1,0,16,-93.01,5,0,0,-12.61,0
9.1,2,0,19,655.96,0,0,0,7.58,0
5.26,3,1,23,374.54,0,0,0,24.17,0
18.25,2,1,22,-74.37,0,1,0,4.29,0
0.26,2,1,14,-73.17,0,0,0,-16.65,0
1.85,2,1,20,-577.95,0,0,0,-16.36,0
5.52,3,0,20,-133.83,0,0,0,2.02,0
2.11,4,1,22,121.72,0,0,0,5.36,0
7.52,1,0,20,552.56,0,0,1,-3.32,1
8.54,2,1,20,-310.09,0,0,0,-16.19,0
0.65,1,1,17,-94.92,0,0,0,16.52,0
4.33,3,1,28,-474.61,2,1,1,-5.23,0
4.27,3,1,17,112.66,0,0,0,7.9,0
2.77,5,0,15,391.89,0,0,1,-26.6,0
16.21,2,1,16,314.82,0,0,0,18.02,0
10.54,5,1,20,-585.09,1,0,1,-10.27,0
7.17,1,0,13,73.43,0,0,1,20.17,1
7.52,3,0,17,-338.66,0,0,0,9.19,0
3.72,1,1,18,505.53,0,0,0,-21.43,1
15.23,4,1,16,-80.66,2,1,0,3.68,0
7.12,2,0,14,-759.76,2,0,0,24.85,0
7.83,3,0,17,-109.9,0,0,1,-8.97,0
11.87,4,0,15,229.24,1,0,0,24.87,0
1.92,1,1,21,122.0,0,0,0,5.79,0
9.87,1,0,20,-255.9,0,1,1,20.11,0
1.3,4,1,20,-292.64,0,0,0,2.39,0
2.54,2,1,13,-493.75,0,0,0,-1.86,0
2.45,1,0,27,-197.37,1,0,0,27.56,1
23.05,2,1,19,-427.84,3,0,0,10.82,0
11.65,3,1,16,485.04,0,0,1,-3.53,0
7.25,1,1,25,-450.57,0,0,0,6.36,0
7.79,2,1,24,61.14,0,0,0,-8.47,0
4.95,1,0,17,27.15,0,1,0,1.62,0
17.64,2,0,26,472.83,2,0,0,17.93,0
4.11,4,1,20,544.68,2,0,0,-2.43,0
2.87,5,1,16,347.98,0,0,1,-13.12,0
1.07,3,0,21,176.46,0,0,0,-14.5,0
9.26,1,0,22,-524.32,1,0,0,1.1,0
7.96,4,1,17,-534.44,0,1,1,-12.11,0
2.91,2,0,22,-422.85,4,0,0,-21.49,0
0.15,1,0,24,375.96,0,0,0,-17.98,0
10.96,5,1,19,36.66,0,0,0,17.63,1
0.1,3,1,7,434.33,0,0,0,-2.14,0
7.3,3,1,11,501.4,0,1,0,0.87,0
21.09,3,0,18,-362.98,0,0,0,-14.5,0
3.45,1,1,15,16.04,1,0,1,-8.72,0
1.61,1,1,16,-6.5,1,0,0,-9.21,1
7.32,3,1,18,-163.89,0,0,1,-4.15,0
10.19,1,0,19,-267.42,0,0,0,-24.88,0
4.74,2,1,19,592.38,2,0,0,16.35,0
20.47,3,0,16,25.99,1,0,1,-0.25,0
0.32,3,0,18,6.57,0,0,1,3.03,0
4.22,2,1,18,-401.39,1,0,0,13.72,0
7.6,3,1,21,337.61,4,0,0,12.57,0
11.91,4,1,15,-502.55,0,1,0,-8.63,0
1.19,3,0,19,227.45,0,0,0,9.07,0
9.66,1,1,18,241.11,0,0,1,8.91,0
4.83,2,1,22,-206.26,0,0,0,4.74,0
3.03,2,1,18,158.83,1,0,0,15.92,0
0.85,1,1,24,92.83,0,1,0,11.99,0
12.03,2,0,20,-19.68,3,0,0,10.91,0
1.03,1,0,16,6.47,0,0,0,20.48,0
2.22,2,0,14,30.89,0,0,0,0.43,0
2.06,4,1,10,64.96,1,0,1,0.87,0
12.31,1,1,20,30.12,0,0,1,12.29,0
6.7,3,0,20,-551.93,0,0,0,-2.68,0
9.56,3,1,16,-76.11,0,0,0,7.22,0
1.73,1,0,21,132.47,0,0,0,-8.4,0
5.88,5,1,15,48.64,4,0,0,-34.19,0
5.09,3,1,17,476.88,0,0,0,8.97,0
10.73,2,0,14,310.04,1,0,1,-23.23,0
14.19,3,0,21,-435.2,0,1,0,-10.49,0
0.1,2,0,32,-83.31,1,0,0,12.3,0
6.73,3,1,20,-155.67,0,0,0,12.48,0
0.32,1,1,9,-2.17,0,1,0,17.63,0
4.78,4,0,18,-1.49,4,0,0,-30.3,1
2.03,2,0,21,305.76,0,0,1,4.44,0
2.2,3,0,14,88.66,1,0,0,-3.87,0
2.61,1,1,12,615.27,0,0,0,14.82,0
5.83,3,0,21,120.5,0,0,0,22.15,0
2.44,3,0,23,-415.3,2,0,0,-19.63,1
7.92,2,0,13,-233.64,1,0,0,0.24,0
3.11,3,1,15,301.89,0,0,0,12.49,0
0.42,2,1,17,-807.08,2,0,0,-5.07,0
9.19,4,0,16,-672.94,0,0,0,26.19,0
2.02,2,0,20,5.35,0,0,0,-6.02,1
3.4,4,0,24,475.46,0,0,0,-4.5,0
6.94,4,0,23,653.52,0,0,0,-16.1,0
2.42,2,0,17,-108.55,0,0,0,2.31,0
0.35,1,1,17,530.41,0,0,0,-45.27,0
2.81,2,1,13,36.13,4,0,0,-3.72,0
17.34,4,1,17,-765.71,0,0,0,19.03,0
6.16,1,1,22,-4.04,0,2,0,-20.95,0
6.68,2,1,19,-309.45,0,0,0,-24.27,0
6.0,4,1,14,459.12,0,0,0,16.74,0
1.33,2,1,14,-12.84,0,0,0,18.78,0
3.25,3,1,9,-638.96,0,0,0,-20.34,1
8.34,1,1,14,-749.86,0,0,0,25.99,0
0.64,1,1,11,-10.49,0,0,0,6.49,0
1.95,3,1,19,-1210.11,1,0,0,15.73,0
1.94,1,0,18,-259.08,4,0,0,-11.88,0
3.39,2,1,16,115.52,0,0,0,22.34,0
23.58,4,1,15,-528.51,0,0,0,-4.02,0
0.42,2,0,18,496.99,0,1,0,-4.68,1
4.39,5,0,17,595.5,1,1,0,7.24,0
1.19,5,1,21,-508.35,1,0,0,-5.88,0
21.18,2,0,19,-149.02,0,0,0,-22.81,0
0.72,1,0,20,497.35,0,0,0,1.98,0
3.1,3,0,20,-0.65,1,0,1,-4.77,1
8.03,2,1,18,-697.24,0,0,0,-11.52,0
7.32,1,0,24,-71.66,0,0,1,18.61,0
3.3,3,1,17,-426.46,0,0,0,35.88,0
2.55,1,0,27,554.1,0,0,0,-13.79,1
3.04,4,0,18,302.97,1,0,1,2.96,0
1.84,1,1,17,-156.88,2,1,0,-5.98,0
1.38,1,0,25,71.07,1,0,0,34.33,0
3.96,1,1,18,-654.06,0,0,0,7.38,0
1.88,5,0,21,-376.89,1,0,0,13.9,0
2.03,3,0,16,776.64,0,0,0,17.73,0
6.42,4,1,15,26.76,0,0,0,1.95,0
20.75,2,0,15,465.04,2,0,0,-2.8,0
5.55,2,1,22,116.01,0,0,0,22.78,0
0.48,1,1,17,657.14,0,1,0,11.67,1
0.47,2,0,17,-999.42,5,0,0,-12.69,1
18.15,3,1,22,-94.11,5,0,0,-10.86,0
2.12,3,0,18,822.39,0,0,0,-5.84,0
0.58,2,1,25,478.09,0,2,0,17.39,0
5.48,5,1,18,662.69,0,0,0,22.1,0
5.86,1,0,15,-3.38,3,0,0,32.28,0
6.27,5,1,17,-268.55,0,0,1,-10.63,0
1.87,1,0,11,-513.58,5,0,0,2.1,1
0.1,2,0,17,-548.46,0,0,0,-6.0,0
20.12,2,0,18,403.53,0,0,1,-2.74,0
1.73,2,0,18,256.61,0,0,1,13.95,0
6.76,3,0,13,-33.29,0,0,0,-0.69,0
7.36,2,1,19,254.1,3,0,0,19.74,0
5.65,2,0,19,71.23,0,0,0,-7.74,1
2.25,3,1,15,481.11,0,0,0,11.12,0
1.9,3,1,22,476.34,0,1,0,-6.64,0
5.46,4,0,16,-532.94,1,0,0,-27.56,1
12.06,1,0,11,136.82,0,0,0,-15.32,0
17.59,3,0,8,-834.43,2,0,1,1.86,0
0.67,3,0,20,66.51,0,0,0,28.82,0
1.01,2,0,20,302.15,0,0,1,-6.89,0
17.37,2,0,24,-656.86,0,1,1,-2.54,0
8.0,2,1,23,-208.23,0,0,0,7.35,0
12.87,1,1,17,4.76,0,0,0,-8.99,0
1.36,1,1,21,116.96,5,0,0,-7.26,1
5.31,1,0,15,-139.3,0,0,0,1.08,0
7.25,3,1,16,-586.14,0,1,0,-6.55,0
6.84,3,1,20,-27.0,0,1,0,-26.74,1
